,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates
3842,8.0,0.74,0.21,4.0,0.05,24.0,133.0,0.99418,3.06,0.38
18,8.9,0.22,0.48,1.8,0.077,29.0,60.0,0.9968,3.39,0.53
1637,6.5,0.28,0.35,15.4,0.042,55.0,195.0,0.9978,3.23,0.5
1667,7.1,0.365,0.14,1.2,0.055,24.0,84.0,0.9941,3.15,0.43
493,6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57
3173,6.4,0.33,0.24,9.8,0.041,29.0,109.0,0.9956,3.29,0.47
1347,7.5,0.31,0.41,2.4,0.065,34.0,60.0,0.99492,3.34,0.85
3018,8.4,0.2,0.27,6.3,0.048,30.0,143.0,0.9966,3.25,0.5
4163,6.4,0.32,0.27,4.9,0.034,18.0,122.0,0.9916,3.36,0.71
3230,7.1,0.14,0.35,1.4,0.039,24.0,128.0,0.99212,2.97,0.68
3702,5.9,0.22,0.38,1.3,0.046,24.0,90.0,0.99232,3.2,0.47
4101,6.9,0.36,0.28,13.55,0.048,51.0,189.0,0.99782,3.0,0.6
3957,5.7,0.16,0.26,6.3,0.043,28.0,113.0,0.9936,3.06,0.58
687,10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.99786,2.99,1.18
1112,7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53
3232,7.6,0.48,0.28,10.4,0.049,57.0,205.0,0.99748,3.24,0.45
1608,6.3,0.33,0.27,1.2,0.046,34.0,175.0,0.9934,3.37,0.54
4359,5.3,0.3,0.3,1.2,0.029,25.0,93.0,0.98742,3.31,0.4
3871,6.9,0.28,0.41,1.4,0.016,6.0,55.0,0.98876,3.16,0.4
1009,10.2,0.4,0.4,2.5,0.068,41.0,54.0,0.99754,3.38,0.86
3291,6.8,0.37,0.28,1.9,0.024,64.0,106.0,0.98993,3.45,0.6
2408,8.1,0.43,0.42,6.6,0.033,36.0,141.0,0.9918,2.98,0.39
1092,7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68
1327,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54
4957,6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.99514,3.14,0.5
1677,5.1,0.33,0.22,1.6,0.027,18.0,89.0,0.9893,3.51,0.38
1999,7.1,0.13,0.4,1.2,0.047,54.0,134.0,0.9932,3.3,0.97
1310,6.7,0.855,0.02,1.9,0.064,29.0,38.0,0.99472,3.3,0.56
4683,7.4,0.28,0.5,12.1,0.049,48.0,122.0,0.9973,3.01,0.44
4374,6.3,0.22,0.34,1.2,0.036,32.0,96.0,0.98961,3.06,0.74
3705,5.8,0.2,0.34,1.0,0.035,40.0,86.0,0.98993,3.5,0.42
1987,7.4,0.2,1.66,2.1,0.022,34.0,113.0,0.99165,3.26,0.55
4121,5.6,0.15,0.26,5.55,0.051,51.0,139.0,0.99336,3.47,0.5
344,12.7,0.6,0.65,2.3,0.063,6.0,25.0,0.9997,3.03,0.57
4457,6.8,0.41,0.3,8.8,0.045,28.0,131.0,0.9953,3.12,0.59
986,8.5,0.18,0.51,1.75,0.071,45.0,88.0,0.99524,3.33,0.76
587,10.8,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54
2791,6.9,0.18,0.3,2.0,0.038,39.0,190.0,0.9914,3.32,0.37
4590,6.0,0.26,0.29,3.1,0.041,37.0,144.0,0.98944,3.22,0.39
3541,6.1,0.15,0.35,15.8,0.042,55.0,158.0,0.99642,3.24,0.37
4314,6.8,0.45,0.28,26.05,0.031,27.0,122.0,1.00295,3.06,0.42
3520,6.5,0.3,0.39,7.8,0.038,61.0,219.0,0.9959,3.19,0.5
3450,7.1,0.12,0.3,3.1,0.018,15.0,37.0,0.99004,3.02,0.52
3289,7.5,0.3,0.32,1.4,0.032,31.0,161.0,0.99154,2.95,0.42
1142,7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39
2358,7.2,0.2,0.25,4.5,0.044,31.0,109.0,0.9949,3.23,0.36
3264,6.0,0.26,0.18,7.0,0.055,50.0,194.0,0.99591,3.21,0.43
1198,9.9,0.57,0.25,2.0,0.104,12.0,89.0,0.9963,3.04,0.9
85,8.6,0.49,0.29,2.0,0.11,19.0,133.0,0.9972,2.93,1.98
1518,6.7,0.24,0.41,9.4,0.04,49.0,166.0,0.9954,3.12,0.61
516,8.9,0.595,0.41,7.9,0.086,30.0,109.0,0.9998,3.27,0.57
1381,7.0,0.28,0.39,8.7,0.051,32.0,141.0,0.9961,3.38,0.53
3623,6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.99144,3.08,0.4
2716,8.1,0.2,0.49,11.8,0.048,46.0,212.0,0.9968,3.09,0.46
3821,5.0,0.27,0.32,4.5,0.032,58.0,178.0,0.98956,3.45,0.31
1014,8.8,0.955,0.05,1.8,0.075,5.0,19.0,0.99616,3.3,0.44
128,6.3,0.39,0.08,1.7,0.066,3.0,20.0,0.9954,3.34,0.58
1364,8.1,0.22,0.43,1.5,0.044,28.0,129.0,0.9938,3.22,0.45
4105,6.4,0.17,0.27,9.9,0.047,26.0,101.0,0.99596,3.34,0.5
4302,6.6,0.26,0.24,7.2,0.038,28.0,137.0,0.9952,3.35,0.6
3558,7.1,0.15,0.34,1.0,0.033,27.0,73.0,0.98974,3.24,0.41
891,7.6,0.78,0.0,1.7,0.076,33.0,45.0,0.99612,3.31,0.62
2793,6.7,0.26,0.3,1.8,0.043,25.0,121.0,0.9944,3.44,0.61
4481,8.2,0.31,0.43,7.0,0.047,18.0,87.0,0.99628,3.23,0.64
1359,7.0,0.27,0.36,20.7,0.045,45.0,170.0,1.001,3.0,0.45
307,7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73
1661,5.8,0.4,0.42,4.4,0.047,38.5,245.0,0.9937,3.25,0.57
2431,8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69
4283,7.5,0.3,0.21,6.55,0.026,33.0,143.0,0.99244,2.92,0.35
1317,7.4,0.36,0.3,1.8,0.074,17.0,24.0,0.99419,3.24,0.7
4580,6.1,0.22,0.25,12.1,0.035,54.0,135.0,0.99481,3.21,0.4
3249,6.3,0.16,0.22,1.3,0.046,18.0,66.0,0.99307,3.61,0.55
2474,6.4,0.15,0.31,1.1,0.044,25.0,96.0,0.9932,3.54,0.51
2542,7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46
5202,5.9,0.26,0.29,5.4,0.046,34.0,116.0,0.99224,3.24,0.41
1246,10.0,0.69,0.11,1.4,0.084,8.0,24.0,0.99578,2.88,0.47
4442,6.3,0.32,0.26,12.0,0.049,63.0,170.0,0.9961,3.14,0.55
1208,7.7,0.23,0.37,1.8,0.046,23.0,60.0,0.9971,3.41,0.71
3377,7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.99194,3.27,0.48
216,7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52
4586,6.9,0.2,0.41,1.1,0.06,36.0,104.0,0.99317,2.99,0.39
4738,6.4,0.21,0.21,5.1,0.097,21.0,105.0,0.9939,3.07,0.46
1239,6.2,0.785,0.0,2.1,0.06,6.0,13.0,0.99664,3.59,0.61
2289,5.8,0.29,0.21,2.6,0.025,12.0,120.0,0.9894,3.39,0.79
2740,8.1,0.12,0.49,1.2,0.042,43.0,160.0,0.9934,3.13,0.48
275,7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65
489,9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61
1035,7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.99677,3.29,0.69
1229,7.2,0.38,0.31,2.0,0.056,15.0,29.0,0.99472,3.23,0.76
4878,7.1,0.23,0.23,3.5,0.038,23.0,112.0,0.99157,3.05,0.37
1008,9.8,0.39,0.43,1.65,0.068,5.0,11.0,0.99478,3.19,0.46
5010,8.3,0.14,0.36,8.8,0.026,13.0,60.0,0.9956,3.13,0.35
5282,6.0,0.43,0.34,7.6,0.045,25.0,118.0,0.99222,3.03,0.37
3620,6.8,0.32,0.28,4.8,0.034,25.0,100.0,0.99026,3.08,0.47
2532,6.8,0.23,0.4,1.6,0.047,5.0,133.0,0.993,3.23,0.7
4440,6.5,0.26,0.5,8.0,0.051,46.0,197.0,0.99536,3.18,0.47
1058,9.0,0.4,0.41,2.0,0.058,15.0,40.0,0.99414,3.22,0.6
2166,8.0,0.42,0.36,5.0,0.037,34.0,101.0,0.992,3.13,0.57
4368,6.0,0.16,0.27,12.0,0.03,39.0,98.0,0.99402,3.15,0.34
3837,7.2,0.32,0.3,8.25,0.02,14.0,104.0,0.99362,2.99,0.44
281,10.3,0.59,0.42,2.8,0.09,35.0,73.0,0.999,3.28,0.7
4049,6.5,0.32,0.3,2.3,0.051,20.0,127.0,0.98964,3.13,0.52
1316,11.2,0.4,0.5,2.0,0.099,19.0,50.0,0.99783,3.1,0.58
5295,6.0,0.42,0.41,12.4,0.032,50.0,179.0,0.99622,3.14,0.6
968,10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76
3841,6.8,0.27,0.29,4.6,0.046,6.0,88.0,0.99458,3.34,0.48
1939,6.1,0.36,0.16,6.4,0.037,36.0,198.0,0.9944,3.17,0.62
3604,7.5,0.18,0.31,6.5,0.029,53.0,160.0,0.99276,3.03,0.38
3998,6.5,0.29,0.25,2.5,0.142,8.0,111.0,0.9927,3.0,0.44
619,9.9,0.74,0.28,2.6,0.078,21.0,77.0,0.998,3.28,0.51
4025,6.7,0.13,0.45,4.2,0.043,52.0,131.0,0.99162,3.06,0.54
1742,7.0,0.25,0.29,15.2,0.047,40.0,171.0,0.9982,3.22,0.45
1390,6.5,0.39,0.23,5.4,0.051,25.0,149.0,0.9934,3.24,0.35
4343,5.8,0.275,0.3,5.4,0.043,41.0,149.0,0.9926,3.33,0.42
1847,7.4,0.24,0.22,10.7,0.042,26.0,81.0,0.9954,2.86,0.36
1579,6.9,0.29,0.4,19.45,0.043,36.0,156.0,0.9996,2.93,0.47
1655,6.7,0.19,0.41,15.6,0.056,75.0,155.0,0.9995,3.2,0.44
2352,7.4,0.22,0.33,2.0,0.045,31.0,101.0,0.9931,3.42,0.55
2212,6.2,0.25,0.47,11.6,0.048,62.0,210.0,0.9968,3.19,0.5
3275,7.7,0.42,0.38,8.1,0.061,49.0,144.0,0.9966,3.4,0.58
2020,7.6,0.3,0.27,10.6,0.039,31.0,119.0,0.99815,3.27,0.3
5289,5.7,0.41,0.21,1.9,0.048,30.0,112.0,0.99138,3.29,0.55
1956,6.2,0.47,0.21,1.0,0.044,13.0,98.0,0.99345,3.14,0.46
5061,6.7,0.53,0.29,4.3,0.069,20.0,114.0,0.99014,3.22,0.59
3192,6.6,0.23,0.24,3.9,0.045,36.0,138.0,0.9922,3.15,0.64
1307,7.2,0.39,0.32,1.8,0.065,34.0,60.0,0.99714,3.46,0.78
2003,6.3,0.3,0.28,5.0,0.042,36.0,168.0,0.99505,3.22,0.69
4746,7.9,0.36,0.53,12.9,0.049,63.0,139.0,0.99792,2.94,0.45
575,12.1,0.4,0.52,2.0,0.092,15.0,54.0,1.0,3.03,0.66
2360,6.4,0.26,0.3,2.2,0.025,33.0,134.0,0.992,3.21,0.47
5256,5.8,0.29,0.27,1.6,0.062,17.0,140.0,0.99138,3.23,0.35
4727,6.4,0.25,0.33,1.7,0.037,35.0,113.0,0.99164,3.23,0.66
1706,7.4,0.21,0.27,1.2,0.041,27.0,99.0,0.9927,3.19,0.33
1799,5.9,0.32,0.39,3.3,0.114,24.0,140.0,0.9934,3.09,0.45
3347,6.4,0.17,0.34,1.5,0.093,43.0,136.0,0.9938,3.25,0.49
3945,5.8,0.29,0.33,3.7,0.029,30.0,88.0,0.98994,3.25,0.42
1280,6.4,0.36,0.21,2.2,0.047,26.0,48.0,0.99661,3.47,0.77
4340,6.8,0.52,0.26,5.7,0.038,27.0,130.0,0.99,3.11,0.27
861,7.7,1.005,0.15,2.1,0.102,11.0,32.0,0.99604,3.23,0.48
4416,7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.99278,2.99,0.39
1801,6.1,0.28,0.22,1.8,0.034,32.0,116.0,0.9898,3.36,0.44
1628,6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,3.19,0.37
1993,6.7,0.2,0.42,14.0,0.038,83.0,160.0,0.9987,3.16,0.5
2639,7.3,0.155,0.49,1.3,0.039,34.0,136.0,0.9926,3.14,0.77
269,10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63
629,8.1,0.72,0.09,2.8,0.084,18.0,49.0,0.9994,3.43,0.72
3081,6.9,0.17,0.25,1.6,0.047,34.0,132.0,0.9914,3.16,0.48
3466,6.5,0.23,0.25,17.3,0.046,15.0,110.0,0.99828,3.15,0.42
2334,6.7,0.25,0.23,7.2,0.038,61.0,220.0,0.9952,3.14,0.35
4657,6.8,0.27,0.24,4.6,0.098,36.0,127.0,0.99412,3.15,0.49
2966,7.9,0.3,0.27,8.5,0.036,20.0,112.0,0.9939,2.96,0.46
300,7.0,0.685,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,0.81
459,7.0,0.38,0.49,2.5,0.097,33.0,85.0,0.9962,3.39,0.77
1447,7.5,0.305,0.4,18.9,0.059,44.0,170.0,1.0,2.99,0.46
1472,6.8,0.27,0.22,8.1,0.034,55.0,203.0,0.9961,3.19,0.52
2046,6.6,0.56,0.22,8.9,0.034,27.0,133.0,0.99675,3.2,0.51
4501,6.1,0.22,0.28,16.55,0.059,54.0,135.0,0.99665,3.2,0.38
4189,6.1,0.105,0.31,1.3,0.037,55.0,145.0,0.9912,3.41,0.41
3803,8.4,0.31,0.31,0.95,0.021,52.0,148.0,0.99038,2.93,0.32
2113,5.9,0.31,0.3,7.7,0.047,60.0,206.0,0.995,3.2,0.39
27,6.7,0.675,0.07,2.4,0.089,17.0,82.0,0.9958,3.35,0.54
2040,6.0,0.41,0.05,1.5,0.063,17.0,120.0,0.9932,3.21,0.56
4815,7.6,0.28,0.17,1.6,0.046,28.0,117.0,0.99288,3.08,0.43
4039,6.6,0.38,0.36,9.2,0.061,42.0,214.0,0.9976,3.31,0.56
837,9.5,0.86,0.26,1.9,0.079,13.0,28.0,0.99712,3.25,0.62
129,8.1,0.67,0.55,1.8,0.117,32.0,141.0,0.9968,3.17,0.62
3829,6.9,0.3,0.36,0.9,0.037,40.0,156.0,0.98968,3.08,0.36
2008,6.8,0.12,0.31,5.2,0.045,29.0,120.0,0.9942,3.41,0.46
5223,6.2,0.3,0.42,2.2,0.036,28.0,128.0,0.9901,3.13,0.38
503,12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44
3648,7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.99352,3.09,0.33
4581,6.3,0.22,0.27,4.5,0.036,81.0,157.0,0.9928,3.05,0.76
380,8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56
1851,6.9,0.28,0.27,2.1,0.036,42.0,121.0,0.9926,3.42,0.49
1525,6.4,0.29,0.44,3.6,0.2,75.0,181.0,0.9942,3.02,0.41
2365,7.1,0.21,0.3,1.4,0.037,45.0,143.0,0.9932,3.13,0.33
3674,7.8,0.26,0.31,3.6,0.025,22.0,100.0,0.99066,2.99,0.47
3052,6.4,0.26,0.4,1.7,0.179,5.0,60.0,0.9925,3.09,0.54
2884,7.5,0.33,0.39,12.4,0.065,29.0,119.0,0.9974,3.16,0.39
2340,7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38
374,9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6
3707,7.7,0.43,0.37,10.0,0.169,22.0,210.0,0.99776,3.02,0.64
2381,9.2,0.28,0.41,1.0,0.042,14.0,59.0,0.9922,2.96,0.25
4587,6.7,0.19,0.32,3.7,0.041,26.0,76.0,0.99173,2.9,0.57
939,6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6
5100,6.5,0.51,0.25,1.7,0.048,39.0,177.0,0.99212,3.28,0.57
4235,7.2,0.33,0.34,2.0,0.044,61.0,171.0,0.98947,3.25,0.53
4436,7.4,0.29,0.48,12.8,0.037,61.5,182.0,0.99808,3.02,0.34
2799,6.4,0.24,0.22,1.5,0.038,38.0,157.0,0.9934,3.41,0.55
2147,7.7,0.24,0.29,15.3,0.044,39.0,194.0,0.9982,3.06,0.47
4410,6.2,0.24,0.25,12.5,0.055,47.0,134.0,0.99758,3.3,0.51
4833,6.6,0.34,0.25,4.8,0.038,16.0,121.0,0.99198,3.36,0.71
4489,7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37
2068,9.2,0.34,0.27,1.2,0.026,17.0,73.0,0.9921,3.08,0.39
529,6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52
3308,6.1,0.28,0.16,1.3,0.06,36.0,126.0,0.99353,3.13,0.46
5153,6.1,0.22,0.4,1.85,0.031,25.0,111.0,0.98966,3.03,0.3
636,7.7,0.56,0.2,2.0,0.075,9.0,39.0,0.9987,3.48,0.62
1269,6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63
185,11.0,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.88
1394,6.7,0.24,0.39,2.9,0.173,63.0,157.0,0.9937,3.1,0.34
3617,7.1,0.29,0.28,9.3,0.048,50.0,141.0,0.9949,3.13,0.49
4239,6.0,0.23,0.15,9.7,0.048,101.0,207.0,0.99571,3.05,0.3
1797,5.8,0.36,0.32,1.7,0.033,22.0,96.0,0.9898,3.03,0.38
2979,8.8,0.34,0.33,9.7,0.036,46.0,172.0,0.9966,3.08,0.4
1441,6.0,0.34,0.66,15.9,0.046,26.0,164.0,0.9979,3.14,0.5
3896,6.2,0.36,0.38,3.2,0.031,20.0,89.0,0.98956,3.06,0.33
5187,6.3,0.23,0.5,10.4,0.043,61.0,132.0,0.99542,2.86,0.46
1535,7.0,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34
4876,6.5,0.22,0.19,4.5,0.096,16.0,115.0,0.9937,3.02,0.44
3188,7.8,0.24,0.38,2.1,0.058,14.0,167.0,0.994,3.21,0.55
1273,7.3,0.585,0.18,2.4,0.078,15.0,60.0,0.99638,3.31,0.54
2467,6.3,0.23,0.22,3.75,0.039,37.0,116.0,0.9927,3.23,0.5
607,7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67
4960,6.2,0.3,0.33,3.5,0.037,37.0,155.0,0.98987,3.18,0.37
1712,6.9,0.23,0.38,8.3,0.047,47.0,162.0,0.9954,3.34,0.52
2199,7.6,0.21,0.6,2.1,0.046,47.0,165.0,0.9936,3.05,0.54
955,10.7,0.4,0.37,1.9,0.081,17.0,29.0,0.99674,3.12,0.65
2579,8.0,0.25,0.49,1.2,0.061,27.0,117.0,0.9938,3.08,0.34
4627,6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38
4265,5.8,0.14,0.15,6.1,0.042,27.0,123.0,0.99362,3.06,0.6
4715,7.0,0.31,0.35,1.6,0.063,13.0,119.0,0.99184,3.22,0.5
4058,6.6,0.28,0.41,7.0,0.046,59.0,194.0,0.99558,3.14,0.48
2852,6.6,0.32,0.26,7.7,0.054,56.0,209.0,0.9961,3.17,0.45
403,11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61
2071,6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95
5062,6.7,0.66,0.0,13.0,0.033,32.0,75.0,0.99551,3.15,0.5
1977,8.8,0.28,0.45,6.0,0.022,14.0,49.0,0.9934,3.01,0.33
158,8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59
1748,7.2,0.29,0.53,18.15,0.047,59.0,182.0,0.9992,3.09,0.52
2909,8.2,0.18,0.31,11.8,0.039,96.0,249.0,0.9976,3.07,0.52
4013,6.6,0.25,0.34,3.0,0.054,22.0,141.0,0.99338,3.26,0.47
902,11.6,0.23,0.57,1.8,0.074,3.0,8.0,0.9981,3.14,0.7
352,7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61
1230,7.8,0.32,0.44,2.7,0.104,8.0,17.0,0.99732,3.33,0.78
4971,7.5,0.24,0.29,1.1,0.046,34.0,84.0,0.9902,3.04,0.39
2140,6.4,0.26,0.43,12.6,0.033,64.0,230.0,0.9974,3.08,0.38
444,13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68
5265,5.2,0.405,0.15,1.45,0.038,10.0,44.0,0.99125,3.52,0.4
754,7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.99517,3.4,0.58
1737,6.4,0.41,0.24,14.0,0.048,24.0,113.0,0.9982,3.44,0.53
2971,8.1,0.26,0.33,11.1,0.052,52.5,158.0,0.9976,3.03,0.49
5296,5.7,0.21,0.32,1.6,0.03,33.0,122.0,0.99044,3.33,0.52
2920,8.0,0.22,0.28,14.0,0.053,83.0,197.0,0.9981,3.14,0.45
311,11.5,0.41,0.52,3.0,0.08,29.0,55.0,1.0001,3.26,0.88
3423,6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5
548,7.6,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57
661,9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.99888,3.31,0.54
5069,6.5,0.29,0.32,3.0,0.036,38.0,93.0,0.9906,3.16,0.59
1989,7.2,0.29,0.4,7.6,0.024,56.0,177.0,0.9928,3.04,0.32
306,9.1,0.795,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83
2335,6.9,0.32,0.17,7.6,0.042,69.0,219.0,0.9959,3.13,0.4
694,7.7,0.56,0.08,2.5,0.114,14.0,46.0,0.9971,3.24,0.66
2356,6.8,0.25,0.29,2.0,0.042,19.0,189.0,0.9952,3.46,0.54
1927,5.7,0.32,0.38,4.75,0.033,23.0,94.0,0.991,3.42,0.42
684,7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6
3427,6.7,0.24,0.32,10.3,0.079,37.0,122.0,0.99662,3.02,0.45
749,6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57
3966,8.5,0.2,0.4,1.1,0.046,31.0,106.0,0.99194,3.0,0.35
3693,6.6,0.17,0.3,1.1,0.031,13.0,73.0,0.99095,3.17,0.58
1266,7.7,0.54,0.26,1.9,0.089,23.0,147.0,0.99636,3.26,0.59
3734,7.0,0.24,0.3,6.7,0.039,37.0,125.0,0.99436,3.2,0.39
4008,6.2,0.2,0.26,1.1,0.047,42.0,119.0,0.99158,3.48,0.6
4713,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44
4338,6.6,0.085,0.33,1.4,0.036,17.0,109.0,0.99306,3.27,0.61
2134,6.3,0.27,0.23,2.9,0.047,13.0,100.0,0.9936,3.28,0.43
3083,6.6,0.22,0.28,4.9,0.042,51.0,180.0,0.9952,3.3,0.75
3061,5.7,0.27,0.32,1.2,0.046,20.0,155.0,0.9934,3.8,0.41
3025,8.0,0.22,0.32,10.4,0.043,63.0,201.0,0.997,3.11,0.53
970,8.2,0.51,0.24,2.0,0.079,16.0,86.0,0.99764,3.34,0.64
13,8.9,0.62,0.19,3.9,0.17,51.0,148.0,0.9986,3.17,0.93
873,7.9,0.31,0.32,1.9,0.066,14.0,36.0,0.99364,3.41,0.56
808,10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.99745,3.29,0.99
3198,8.5,0.28,0.34,13.8,0.041,32.0,161.0,0.9981,3.13,0.4
514,9.9,0.49,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58
4763,6.0,0.19,0.29,1.2,0.046,29.0,92.0,0.99033,3.22,0.53
409,11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62
3877,7.4,0.21,0.8,12.3,0.038,77.0,183.0,0.99778,2.95,0.48
5301,6.2,0.53,0.02,0.9,0.035,6.0,81.0,0.99234,3.24,0.35
5258,5.9,0.32,0.26,1.5,0.057,17.0,141.0,0.9917,3.24,0.36
4622,6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.99545,3.23,0.52
207,8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7
3667,5.6,0.15,0.31,5.3,0.038,8.0,79.0,0.9923,3.3,0.39
458,10.4,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67
3946,7.2,0.4,0.38,2.2,0.03,40.0,109.0,0.99075,3.27,0.46
2430,7.5,0.28,0.34,4.2,0.028,36.0,116.0,0.991,2.99,0.41
250,8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86
110,7.3,0.695,0.0,2.5,0.075,3.0,13.0,0.998,3.49,0.52
4176,5.9,0.27,0.27,5.0,0.035,14.0,97.0,0.99058,3.1,0.33
1107,5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,3.78,0.61
4326,6.4,0.29,0.32,2.4,0.014,34.0,89.0,0.99008,3.24,0.66
1883,7.0,0.32,0.24,6.2,0.048,31.0,228.0,0.9957,3.23,0.62
1713,6.8,0.29,0.5,13.3,0.053,48.0,194.0,0.9974,3.09,0.45
1287,6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83
3868,7.6,0.17,0.36,4.5,0.042,26.0,102.0,0.99427,3.09,0.47
3441,6.6,0.32,0.34,7.7,0.044,63.0,212.0,0.99526,3.22,0.48
552,9.6,0.88,0.28,2.4,0.086,30.0,147.0,0.9979,3.24,0.53
1439,7.5,0.17,0.32,1.7,0.04,51.0,148.0,0.9916,3.21,0.44
2270,7.8,0.26,0.44,1.3,0.037,43.0,132.0,0.9944,3.18,0.65
4112,6.8,0.2,0.28,12.6,0.048,54.0,136.0,0.99556,3.19,0.37
3144,8.2,0.21,0.32,10.65,0.053,53.0,145.0,0.9972,3.17,0.48
2821,9.2,0.23,0.3,1.1,0.031,40.0,99.0,0.9929,2.94,0.3
5089,8.3,0.49,0.23,6.65,0.034,6.0,158.0,0.99344,3.05,0.48
1925,5.9,0.29,0.25,12.0,0.057,48.0,224.0,0.9981,3.23,0.41
634,7.3,0.835,0.03,2.1,0.092,10.0,19.0,0.9966,3.39,0.47
5114,6.1,0.38,0.47,1.4,0.051,59.0,210.0,0.99309,3.24,0.5
316,8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.91
4490,6.2,0.22,0.3,12.4,0.054,108.0,152.0,0.99728,3.1,0.47
5003,5.8,0.12,0.21,1.3,0.056,35.0,121.0,0.9908,3.32,0.33
1328,6.7,0.67,0.02,1.9,0.061,26.0,42.0,0.99489,3.39,0.82
427,11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92
3838,5.9,0.34,0.3,3.8,0.035,57.0,135.0,0.99016,3.09,0.34
105,8.3,0.54,0.28,1.9,0.077,11.0,40.0,0.9978,3.39,0.61
3041,6.8,0.18,0.46,1.4,0.064,37.0,160.0,0.9924,3.37,0.45
142,7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08
2169,8.3,0.23,0.43,3.2,0.035,14.0,101.0,0.9928,3.15,0.36
4081,7.5,0.29,0.36,15.7,0.05,29.0,124.0,0.9968,3.06,0.54
89,7.0,0.5,0.25,2.0,0.07,3.0,22.0,0.9963,3.25,0.63
